state,N,P,K,temperature,humidity,ph,rainfall,season,crop
Tamil Nadu,67.52,52.73,68.54,20.05,74.8,5.86,3.6,March to September,coffee
Assam,67.35,26.73,52.85,26.09,69.5,6.5,2.21,September to March,tomato
Odisha,82.29,37.58,62.17,21.66,77.4,5.96,0.36,October to March,potato
Punjab,94.81,48.29,52.27,18.54,46.8,7.38,0.01,November to March,wheat
Rajasthan,39.6,25.94,37.79,36.08,40,6.73,0.26,June to September,bajra
Tamil Nadu,97.52,64.16,86.44,27.58,77.9,6,0.71,February to October,sugarcane
Gujarat,68.03,38.27,64.49,21.8,61,6.74,0.21,October to March,onion
Uttarakhand,64.22,34.26,41.76,24.23,64.8,6.29,0,June to September,soybean
Kerala,75.41,40.48,80.12,25.66,89.7,6.33,3.14,March to September,coffee
Andhra Pradesh,76.05,35,60.45,34,55.7,7.16,0,June to September,jowar
Karnataka,78.3,37.07,42.26,25.53,58.4,6.47,15.65,June to October,maize
Kerala,68.09,52.42,64.82,23.61,86.6,5.88,2.44,March to September,coffee
Odisha,74.44,44.47,69.86,18.42,77.4,6.61,0.73,October to March,potato
West Bengal,85.41,54.57,36.84,27.1,88.2,6.2,0.8,June to September,rice
Nagaland,59.32,34.35,55.28,29.35,67.6,6.98,1.49,June to September,cotton
Goa,78.16,46.55,39.38,25.59,74,6.26,9.48,June to October,maize
Chhattisgarh,81.47,42.17,70.42,28.21,56.7,6.85,0,June to September,jowar
West Bengal,52.7,40.29,40.42,32.93,54,7.66,0.16,June to September,bajra
Uttarakhand,52.68,33.38,30.53,26.59,65.1,6.62,2.53,June to September,soybean
Maharashtra,107.99,48.55,83.28,30.36,78.4,6.29,0.33,February to October,sugarcane
Maharashtra,113.26,68.06,94,29.99,76.1,7.5,16.6,February to October,sugarcane
Madhya Pradesh,59.24,41.8,29.32,27.16,58.8,6.41,0.23,June to October,maize
Maharashtra,70.6,55.28,49.22,29.54,87,6.46,4.22,June to September,rice
Karnataka,79.35,37.41,82.39,18.41,71.6,6.13,0.9,October to March,potato
Assam,82.39,49.53,61.88,26.07,88.7,6.43,8.6,April to September,tea
Uttarakhand,41.63,35.33,38.96,24.83,76.8,6.26,1.48,June to September,groundnut
Karnataka,64.2,35.3,47.95,24.33,72.4,6.73,6.69,June to September,soybean
Uttar Pradesh,47.13,33.94,34.22,31.44,45,7.05,1.25,June to September,bajra
Haryana,50.72,32.49,53.78,26.55,61.4,7.53,0.09,June to September,cotton
Punjab,97.85,60.3,40.63,18.78,46.5,7.61,0.07,November to March,wheat
West Bengal,82.75,40.24,63.38,28.58,80.6,7.22,1.06,June to September,rice
Himachal Pradesh,75.1,35.98,32.11,21.65,71.4,7.22,1.15,June to October,maize
Tamil Nadu,69.25,31.73,61.77,29.79,57.9,6.33,1.21,June to September,jowar
Karnataka,58.33,49.92,66,23.52,83.1,6.11,4.06,March to September,coffee
Rajasthan,43.08,42.15,47.16,22.42,59.5,5.75,0.56,September to March,tomato
Maharashtra,114.21,55.12,78.41,26.62,70.5,6.75,0.53,February to October,sugarcane
Andhra Pradesh,103.97,56.4,59.36,19.54,72.9,6.58,6.31,October to March,potato
Tripura,74.86,58.09,66.61,20.49,72.6,6.87,1.79,October to March,potato
Haryana,75.82,40.21,52.64,19.44,59.9,6,0.29,October to March,onion
Telangana,72.23,28.55,55.25,19.88,65.5,7.08,0.39,September to March,tomato
Assam,31.23,35.69,43.76,28.69,74.4,5.84,8.11,June to September,groundnut
West Bengal,57.77,35.28,64.14,30.68,80,6.61,1.21,June to September,cotton
West Bengal,63,45.17,54.65,23.09,88,5.99,1.85,April to September,tea
Odisha,42.46,27.24,32.89,27.04,75.5,5.8,1.04,June to September,groundnut
West Bengal,80.25,51.66,44.09,27.42,84.9,6.55,2.42,June to September,rice
Tripura,67.15,45.83,60.89,25.35,85.3,5.05,0,April to September,tea
Andhra Pradesh,55.28,32.4,38.84,25.24,74,6.76,1.9,June to September,soybean
West Bengal,78.81,47.92,68.02,25,89.4,5.52,0.64,April to September,tea
Maharashtra,50.47,49.75,47.4,28.61,53.6,7.45,1.13,June to September,jowar
Karnataka,67.17,51.35,59.8,22.61,90.2,5,0.88,March to September,coffee
Haryana,78.9,50.8,59.03,16.94,53.6,6.38,0.33,November to March,wheat
Tripura,67.12,59.17,73.24,28.19,93.4,6.09,16.84,April to September,tea
Rajasthan,78.91,42.61,32.23,27.9,57.8,6.41,3.11,June to October,maize
Odisha,62.35,34,39.83,32.44,46.5,7.17,3.95,June to September,bajra
Uttar Pradesh,125.35,61.71,100.75,27.81,75.8,6.69,0.52,February to October,sugarcane
Uttar Pradesh,83.94,48.93,70.43,33.51,82,7.06,0.79,February to October,sugarcane
Nagaland,45.33,39.86,54.14,26.81,67.2,6.24,2.11,June to September,soybean
Karnataka,54.63,47.59,63.54,22.13,70.6,7.25,0.87,September to March,tomato
Karnataka,73.46,61.76,58.31,25.22,74.8,6.5,9.31,March to September,coffee
Telangana,58.82,29.16,30.99,26.84,68.4,7.35,0,June to September,soybean
Tamil Nadu,68.77,31.97,49.58,29.25,45.3,7.59,1.87,June to September,jowar
Chhattisgarh,40.4,31.18,39.92,23.22,53.5,7.28,0,October to February,pulses
Haryana,81.62,35.95,51.46,24.72,60.2,5.59,1.58,June to October,maize
Maharashtra,98.24,40.08,42.43,27.17,89.5,6.5,0.23,June to September,rice
Nagaland,56.5,29.18,46.61,31.69,47.4,6.99,2.01,June to September,jowar
Kerala,83.35,48.87,79.23,25.03,88.6,6.17,9.29,April to September,tea
Karnataka,71.87,39.22,77.09,26.29,92.4,5.75,5.72,March to September,coffee
Nagaland,31.77,44.86,36.01,29.78,70.4,6.13,0.32,June to September,groundnut
Tripura,51.11,36.5,46.58,29.04,69.1,7.2,0,June to September,cotton
Maharashtra,82.01,29.46,44.19,31.48,52.2,6.32,8.41,June to September,jowar
Karnataka,63.17,55.88,55.16,21.41,84.5,5.91,16.23,March to September,coffee
Tamil Nadu,48.63,53.25,73.62,22.49,84.5,6.35,6.59,March to September,coffee
Punjab,54.89,24.98,59.77,34.93,36.3,6.97,0.05,June to September,bajra
Telangana,60.53,29.59,52.49,19.21,65.8,6.9,0,September to March,tomato
Telangana,70.16,43.56,61.46,22.07,68,6.56,1.43,October to March,onion
Goa,45.76,51.52,28.61,28.74,67.7,6.66,0.67,June to September,soybean
Odisha,54.25,31.74,34.16,24.94,68.2,6.19,1.53,June to September,soybean
Tripura,86.24,48.72,79.71,25.5,82.5,6.5,0,April to September,tea
Maharashtra,45.44,39.7,63.3,30.89,62.9,6.48,1.56,June to September,cotton
Manipur,37.45,27.61,34.26,20.4,64.9,6.9,2.83,October to February,pulses
Jharkhand,42.87,21.59,39.55,33.91,40.5,6.12,0.02,June to September,bajra
Jharkhand,105,44.4,71.58,16.77,75.7,6.78,1.58,October to March,potato
Jharkhand,42.29,32.61,49.51,34.6,51.8,6.65,0.59,June to September,bajra
Odisha,68.23,39.88,60.14,28.36,60.4,7.26,3.2,June to September,jowar
Madhya Pradesh,48.44,28.65,29.07,32.92,41.9,6.69,0.37,June to September,bajra
Kerala,82.34,44.27,66.35,26.65,84.8,5.45,38.16,April to September,tea
Karnataka,54.94,48.76,68.21,25.61,84.1,5.7,2.52,March to September,coffee
Punjab,44.76,31.04,32.06,29.92,52.3,6.87,0.21,June to September,bajra
Uttarakhand,57.07,33.97,43.72,28.09,64.4,6.33,0.17,June to September,cotton
Uttar Pradesh,94.54,55.92,109.37,28.41,75.4,6.05,0.64,February to October,sugarcane
Telangana,35.82,36.84,55.71,31.86,74.5,6.22,2.24,June to September,groundnut
Andhra Pradesh,67.13,26.81,59.59,29.28,72,7.13,0.95,June to September,cotton
Chhattisgarh,48.52,29.28,45.37,34.51,55.5,7.41,0.55,June to September,bajra
Karnataka,77.73,42.06,52.66,29.28,56.8,6.62,0,June to September,jowar
Assam,59.79,47.48,74.03,25.53,82.8,5.42,2.55,April to September,tea
Bihar,77,31.13,52.85,29.22,54.6,6.85,0.64,June to September,jowar
Bihar,75.49,42.57,65.08,19.02,70,5.93,0,October to March,potato
Odisha,79.59,39.38,54.53,27.53,68.9,7.67,4.52,June to September,jowar
Punjab,93.17,51.43,69.81,19.95,63.9,6.78,0,October to March,potato
Tripura,80.91,46.75,42.4,30.74,56,6.56,11.09,June to September,jowar
Tripura,97.9,48.09,71.33,17.78,78.9,6.73,1.16,October to March,potato
Gujarat,67.37,33.07,46.08,31.42,64.6,7.12,0.46,June to September,cotton
West Bengal,55.83,33.84,61.02,24.84,77.7,7.07,1.73,October to March,onion
Tamil Nadu,104.29,57.94,88.61,30.48,82.7,6.19,0.43,February to October,sugarcane
Assam,75.94,31.32,41.27,29.91,58.4,7.03,7.17,June to September,jowar
Rajasthan,62.15,37.63,55.87,20.7,66.9,6.79,0.1,October to March,onion
Uttarakhand,65.6,25.8,73.7,31.62,53.8,6.95,2.13,June to September,jowar
Kerala,78.82,47.09,74.22,24.29,91.8,6.11,0.4,April to September,tea
Maharashtra,98.26,46.93,55.97,30.28,81.5,6.84,6.64,June to September,rice
Kerala,40.4,36.85,38.66,27.9,70.3,6.14,7.18,June to September,soybean
Gujarat,63.49,41.57,43.44,24.49,58.7,6.6,3.98,September to March,tomato
Uttar Pradesh,103.1,66.07,91.3,30.06,83.7,6,5.02,February to October,sugarcane
Madhya Pradesh,45.82,30.37,53.33,24.78,59.5,6.49,0.38,June to September,soybean
Karnataka,62.85,43.4,47.9,25.2,89.3,5.74,0.45,March to September,coffee
Chhattisgarh,58.15,41.08,55.77,32.24,49.3,6.32,1.25,June to September,jowar
Tamil Nadu,91.4,50.23,93.55,30.55,75.5,7.19,2.16,February to October,sugarcane
Tripura,63.96,36.74,71.77,21.07,69.6,7.34,0.74,October to March,onion
Gujarat,45.83,38.85,49.21,28.19,58.5,6.89,4.27,June to September,soybean
Uttarakhand,58.94,33.02,41.96,26.4,72.2,6.56,0.22,September to March,tomato
West Bengal,92.62,50.22,56.14,17.93,72.9,6.92,0.21,October to March,potato
Assam,54.41,32.09,62.87,18.27,69.3,6.3,0,October to March,onion
Assam,60.02,40.95,92.68,24.01,91.9,5.41,29.69,April to September,tea
Himachal Pradesh,57.61,33.57,58.43,27.78,56,6.52,2.3,June to September,jowar
Tripura,72.12,46.86,70.72,24.21,95,5.58,3.51,April to September,tea
Maharashtra,90.32,35.1,61.75,19.78,73.7,6.3,0.97,October to March,potato
Nagaland,89.89,44.55,42.84,22.07,62.8,6.41,12.81,June to October,maize
Tripura,83.18,58.93,69.11,20.51,74,5.79,5.25,October to March,potato
Nagaland,83.68,41.48,57.96,19.2,80.7,7.5,1.38,October to March,potato
Maharashtra,92.55,55.3,77.25,30.18,85.5,6.16,2.19,February to October,sugarcane
Uttar Pradesh,113.11,51.68,95.83,30,76.5,6.44,2.72,February to October,sugarcane
Karnataka,57.84,55.49,60.84,24.77,88.7,6.14,0,March to September,coffee
Rajasthan,39.35,25.82,39.23,31.74,63.9,5.27,0,June to September,groundnut
Manipur,47.25,19.36,43.72,32.51,46.3,7.3,0.24,June to September,bajra
Nagaland,38.58,26.4,45.48,33.13,48.7,6.5,0,June to September,bajra
Jharkhand,71.54,37.9,75.46,32.03,58.9,7.28,0.39,June to September,jowar
Nagaland,65.41,37.36,51.54,30.22,47.9,6.12,14.92,June to September,jowar
Odisha,68.03,37.44,37.53,27.39,56.3,6.97,0.34,June to October,maize
Odisha,74.97,29.71,65.73,20,70,7.4,0,October to March,onion
Bihar,64.09,44.94,61.04,21.89,60.4,6.39,0,October to March,onion
Bihar,69.42,42.57,61.39,27.94,41.9,6.64,2.1,June to September,jowar
Assam,43.57,45.13,28.37,20.24,61.3,7.37,0.23,October to February,pulses
Tripura,78.27,36.28,74.56,29.76,88,5.49,5.93,April to September,tea
Gujarat,62.11,27.18,43.16,35.16,50,7.06,0.37,June to September,bajra
Maharashtra,101.4,63,117.96,30.46,70.8,7.06,3.73,February to October,sugarcane
Gujarat,61.52,25.41,37.47,34.19,42.7,8,0,June to September,bajra
Tamil Nadu,72.73,47.13,74.25,26.01,84.9,5.53,0.42,March to September,coffee
Madhya Pradesh,84.33,46.2,38.25,16.48,56.1,6.58,0.27,November to March,wheat
Tamil Nadu,98.05,49.82,88.77,32.99,77.7,6.02,7.56,February to October,sugarcane
Gujarat,59.89,38.36,61.67,25.8,60.9,6.97,0.6,June to September,soybean
Assam,85.6,43.97,59.98,25.16,76.8,6.5,17.79,April to September,tea
Bihar,50.44,32.61,50.12,26.28,68.6,6.63,2.39,June to September,soybean
Tamil Nadu,113.25,69,104.32,28.23,79.9,7.5,1.98,February to October,sugarcane
Karnataka,53.58,54.27,60.15,21.97,85.8,5.56,0.7,March to September,coffee
Gujarat,70.42,44.41,41.7,30.37,62.2,5.97,0.26,June to October,maize
Assam,71.74,58.12,64.06,22.35,95,5.24,4.07,April to September,tea
Tripura,69.04,53.2,63.36,24.46,77.3,5.3,0.94,April to September,tea
Karnataka,92.17,51.17,68.95,28.57,71.4,6.71,0,February to October,sugarcane
Uttar Pradesh,119.82,44.37,47.85,13.48,49.1,6.73,2.71,November to March,wheat
Uttarakhand,52.41,48.14,53.66,29.52,64.4,7.21,0,June to September,cotton
Bihar,42.64,36.5,40.15,32.92,48,6.59,0.88,June to September,bajra
Uttarakhand,62.25,37.81,59.49,21.11,68.8,6.72,0.01,October to March,onion
Punjab,63.4,38.6,46.5,26.02,59.9,6.24,0,June to September,soybean
Karnataka,73.33,42.78,61.83,23.84,78,5.41,2.07,March to September,coffee
Uttar Pradesh,95.74,49.01,48.02,16.76,55.5,6.65,0,November to March,wheat
Haryana,73.7,59.56,48.54,25.42,62.7,6.9,0,June to October,maize
Goa,91.54,54.31,71.41,19.66,79.3,5.9,12.81,October to March,potato
Punjab,95.29,35.39,41.25,14.78,55.7,6.87,0.23,November to March,wheat
Manipur,83.13,45.71,59.02,19.03,80.5,7.5,1.01,October to March,potato
Assam,30.92,37.11,57.05,30.98,80.7,6.5,0,June to September,groundnut
Assam,88.14,52.9,44.99,30.65,94,6.23,8.75,June to September,rice
Tamil Nadu,68.75,61.43,74.3,22.82,80.9,6.16,1.83,March to September,coffee
Karnataka,107.72,52.22,94.14,28.1,81.1,6.97,9.46,February to October,sugarcane
Odisha,72.04,38.29,42.73,26.88,78.6,6.05,0,June to October,maize
Goa,63.85,41.76,51.99,30.11,64.7,6.7,1.9,June to September,soybean
Manipur,54.98,34.76,40.8,23.26,71.9,5.92,0,June to September,soybean
Kerala,70.27,50.19,59.74,17.47,79.5,6.48,0.56,October to March,potato
Punjab,113.11,45.59,43.54,15.77,45.2,6.72,0.08,November to March,wheat
Kerala,64.71,44.53,75.29,22.9,84.8,5.25,0.22,March to September,coffee
Maharashtra,106.16,67.1,91.49,30.49,74.2,6.59,1.36,February to October,sugarcane
Chhattisgarh,57.83,19.61,44.32,25.84,78.3,5.59,0.35,June to September,cotton
Jharkhand,60.83,36.78,44.93,28.06,66.9,5.66,1.45,June to September,soybean
Uttarakhand,61.56,34.32,75.62,19.61,65.4,6.78,0.58,October to March,onion
Madhya Pradesh,51.64,25.52,33.88,25.19,58.8,7.18,0.55,October to February,pulses
Gujarat,34.29,23.44,30.13,35.98,48,6,0,June to September,bajra
Tamil Nadu,114.9,59.43,84.47,28.97,75.3,7.1,4.96,February to October,sugarcane
Manipur,71.24,43.96,67.88,18.55,74.1,6.07,2.71,October to March,potato
Andhra Pradesh,56.34,26.84,73.43,23.26,68.7,6,0.97,October to March,onion
Karnataka,38.92,31.68,34.47,27.37,75.7,7.5,4.66,June to September,groundnut
Odisha,66.64,36.47,39.65,26.54,65.2,6.98,1.78,June to September,soybean
West Bengal,67.53,37.46,73.56,24.11,89.5,5.01,13.09,April to September,tea
Assam,46.71,42.33,73.01,21.68,60.6,6.83,5.31,October to March,onion
Karnataka,111.86,60.85,97.74,30.49,79.3,6.86,3.97,February to October,sugarcane
Assam,81.28,48.19,50.23,23.65,84.2,5.47,18.69,April to September,tea
Himachal Pradesh,67.86,44.55,29.27,26.46,68.8,5.64,2.37,June to October,maize
Himachal Pradesh,38.9,50.59,49.44,25.95,71.9,6.64,0.53,June to September,groundnut
Andhra Pradesh,65.8,29.88,50.94,33.75,47.4,7.09,0,June to September,bajra
Telangana,90.49,34.58,35.27,27.14,62.2,6.92,5.89,June to October,maize
Haryana,61.07,39.4,39.23,25.92,56.5,6.79,0.13,June to September,soybean
Nagaland,54.12,26.89,46.65,32.56,40.6,7.74,7.54,June to September,bajra
Rajasthan,53.95,27.32,63.67,30.1,44.1,6.47,1.52,June to September,jowar
Jharkhand,38.88,31.1,46.66,28.81,80.9,7.45,1.68,June to September,groundnut
Assam,70.3,39.14,57.19,26.34,89.8,5.88,4.57,April to September,tea
Karnataka,121.52,52.16,75.12,29.64,78.1,7.25,7.61,February to October,sugarcane
Karnataka,63.54,61.17,74.94,21.71,79.1,5.25,0.42,March to September,coffee
West Bengal,41.94,32.92,49.92,28.37,64.1,6.31,8.23,June to September,soybean
Haryana,78.12,39.45,37.04,22.96,67.6,5.5,0.27,June to October,maize
West Bengal,76.63,45.33,58.05,21.94,81.8,5.01,0.61,April to September,tea
Kerala,69.1,46.95,66.08,24.81,94.9,5.68,17.45,April to September,tea
Assam,36.08,30.78,36.65,28.07,78.3,6.3,1.11,June to September,groundnut
Maharashtra,41.3,37.37,39.81,22.6,50.5,7.01,0.21,October to February,pulses
Himachal Pradesh,54.96,49.42,34.91,25.82,61.1,6.87,0.35,June to September,soybean
Karnataka,58.21,40.54,71.31,23.92,89.1,5.59,0.41,March to September,coffee
Maharashtra,72.92,47.69,81.95,19.1,77.1,6.53,1.13,October to March,potato
Uttar Pradesh,75.01,27.87,53.52,20.97,66.5,6.97,0,October to March,onion
Jharkhand,72.96,53.56,69.28,18.84,77.2,6.53,2.55,October to March,potato
Maharashtra,82.41,54.62,63.47,21.01,70.4,6.58,0,October to March,potato
Bihar,88.36,44.57,43.93,25.72,84,6.23,2.16,June to September,rice
Chhattisgarh,39.01,40.01,25.58,22.17,54.7,7.37,2.39,October to February,pulses
Maharashtra,96.9,50.24,113.5,30.22,72.3,6.86,0.4,February to October,sugarcane
Kerala,77.46,38.21,64,24.81,84.5,5,8.85,March to September,coffee
Assam,81.04,47.69,78.37,22.51,86.8,5.36,16.79,April to September,tea
Punjab,84.8,36.7,30.76,24.68,63.8,6.56,7.06,June to October,maize
Odisha,85.31,45.93,39.93,27.98,81.2,7.04,2.01,June to September,rice
Uttar Pradesh,80.65,39.45,43.9,23.54,69.3,5.94,0.88,September to March,tomato
Kerala,53.34,42.01,44.57,27.93,68.5,6.34,1.15,June to September,soybean
Chhattisgarh,80.35,35.5,41,29.63,53.5,6.68,1.92,June to September,jowar
Uttar Pradesh,112.72,63.19,52.79,13.52,58.4,7.51,0.64,November to March,wheat
Uttar Pradesh,43.4,40.36,23.88,24.79,54.8,7.28,0.58,October to February,pulses
Haryana,56.42,38.33,48.28,20.33,65.3,6.94,0.29,October to March,onion
Nagaland,69.67,41.54,56.16,24.98,64.2,6.88,1.27,September to March,tomato
Tamil Nadu,47.86,35.5,29.02,22.2,56,8,0.04,October to February,pulses
Odisha,58.6,30.95,47.18,21.51,66,6.95,1,September to March,tomato
Kerala,103.96,50.29,49.28,28.78,88,6.58,3.71,June to September,rice
Madhya Pradesh,80.88,54.53,85.39,18.8,69.3,7.16,4.11,October to March,potato
Haryana,28.97,37.29,47.22,27.18,69.6,6.15,1.06,June to September,groundnut
Madhya Pradesh,52.08,44.3,47.65,26.53,57.2,6.54,5.36,June to September,soybean
Odisha,52.05,38.33,38.29,31.02,65.2,6.69,2.91,June to September,cotton
Punjab,67.84,27.23,83.02,21.98,56.1,6.72,0.04,October to March,onion
Telangana,91.2,44.38,60.35,26.37,68.8,7.21,0.03,June to October,maize
West Bengal,81.96,45.18,91.24,24.84,86,5.17,0.35,April to September,tea
Rajasthan,50.66,41.3,36.03,22.7,40,7.32,0,October to February,pulses
Maharashtra,97.96,56.01,43.95,27.88,81.5,6.27,0,June to September,rice
Uttar Pradesh,96.92,46.32,46.25,16.91,57.1,6.09,1.04,November to March,wheat
Nagaland,89.32,45.76,74.89,17.26,70.3,6.99,0.66,October to March,potato
Gujarat,81.47,32.5,61.92,20.29,59.4,7.5,0.36,October to March,onion
West Bengal,67.16,48.72,66.44,24.28,82.4,6.05,0.69,April to September,tea
Tripura,84.13,41.94,92.05,17.88,82.8,6.5,3.05,October to March,potato
Tamil Nadu,53.86,43.21,71.53,23.75,84.3,5.78,4.73,March to September,coffee
Manipur,62.76,28.97,50.99,30.53,52.5,7.15,4.67,June to September,jowar
Punjab,41.07,38.48,38.43,17.76,50.3,6.99,1.34,October to February,pulses
Kerala,82.41,37.19,62.8,28.18,66.8,6.77,0.98,June to September,jowar
Assam,50.94,35.76,51.22,20.55,75.2,6,1.89,October to March,onion
Assam,49.02,42.79,52.55,24.15,67.6,6.56,1.23,June to September,soybean
Uttar Pradesh,90.95,50.47,47.19,17.09,67,6,0,November to March,wheat
Tripura,102.22,47.83,37.99,24.49,71.9,6.88,0,June to October,maize
Tamil Nadu,64.35,42.08,46.48,29.17,76.1,6.59,3.93,June to September,cotton
Tamil Nadu,65.82,31.84,57.9,31.97,65.4,6.25,1.49,June to September,cotton
West Bengal,78.76,44.63,41.7,28.59,83.1,7.12,6.99,June to September,rice
Maharashtra,60.74,23.17,44.1,29.71,66.4,6.91,1.18,June to September,cotton
Assam,81.26,49.27,68.15,18.67,79.2,5.91,1.49,October to March,potato
Bihar,92.24,62.09,39.19,28.72,85.2,5.78,8.72,June to September,rice
Karnataka,58.47,40.15,54.35,28.94,71.8,7.17,5.04,June to September,cotton
Tamil Nadu,81.84,40.25,53.67,26.74,80.5,5.83,1.11,June to September,rice
Rajasthan,63.3,30.41,47.1,25.14,61.8,6.83,0,June to October,maize
Kerala,47.27,39.17,66.54,22.28,75.9,6.76,6.94,October to March,onion
Uttar Pradesh,110.7,61.31,66.21,27.34,73.8,6.75,11.27,February to October,sugarcane
Madhya Pradesh,114.77,42.93,42.89,21.52,67.8,6.49,0.44,November to March,wheat
Kerala,29.95,30.18,33.17,27.58,75.7,6.5,0.59,June to September,groundnut
Gujarat,66.95,44.61,26.47,28.14,51.1,6.89,0.82,June to October,maize
Assam,55.66,28.52,53.75,33.98,54.1,7.32,0,June to September,bajra
Karnataka,49.97,45.97,63.53,23.05,90.1,6.23,0,March to September,coffee
Punjab,90.17,45.35,51.65,12.64,61.8,6.65,0.05,November to March,wheat
Kerala,77.82,31.57,72.01,23.12,90.8,5.59,2.26,April to September,tea
Kerala,68.34,40.73,61.76,25.35,87.2,4.77,4.98,April to September,tea
Uttar Pradesh,87.85,73.1,90.36,27.1,77.2,6.22,1.32,February to October,sugarcane
Punjab,83.36,41.28,66.52,19.67,65.7,6.72,0.21,October to March,potato
Telangana,82.18,46.25,60.07,19.71,77.7,6.05,0.34,October to March,potato
Haryana,42.69,44.42,41.99,24.58,56.3,7.13,1.34,June to September,soybean
Punjab,93.71,46.08,61.18,18.1,70.6,7.07,3.35,October to March,potato
Kerala,58.9,32.43,37.63,25.86,75.4,6.64,6,June to September,soybean
Rajasthan,78.08,43.09,52.13,24.85,59.8,5.59,0.56,June to October,maize
Tamil Nadu,117.73,59.08,90.95,27.98,76.7,6.53,0,February to October,sugarcane
Goa,44.02,38.91,53.49,24.73,74.7,6.33,0.51,June to September,soybean
Odisha,60.2,39.11,43.3,21.66,77.1,7.5,0.06,September to March,tomato
Karnataka,68.72,57.97,83.11,24.69,91,6.06,3.14,March to September,coffee
Madhya Pradesh,112.54,42.36,51.33,20.55,55.3,6.13,0.83,November to March,wheat
Goa,55.01,27.95,16.5,24.39,55.9,7.25,1.86,October to February,pulses
Andhra Pradesh,51.96,33.53,64.98,23.57,61.7,7.31,2.16,October to March,onion
